Unnamed: 0,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_doordash_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_doordash_pm_Score,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_apple_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_apple_pm_Score,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_samsara_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_samsara_pm_Score,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_yelp_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_yelp_pm_Score,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_match_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_match_pm_Score,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_i2c_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_i2c_ux_Score,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_adobe_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_adobe_ux_Score,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_amazon_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_amazon_ux_Score,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_rowan_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_rowan_ux_Score,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_google_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_google_ux_Score
3149,0.65437317,0.8271866,0.6608381,0.83041906,0.65120584,0.8256029,0.6452602,0.8226301,0.60416406,0.80208206,0.551043,0.7755215,0.537997,0.7689985,0.5883746,0.7941873,0.5659351,0.78296757,0.56048554,0.7802428
3150,0.7151129,0.85755646,0.5909687,0.79548436,0.6337459,0.81687295,0.5553796,0.7776898,0.6155262,0.8077631,0.68857896,0.8442895,0.5425349,0.7712674,0.6509628,0.8254814,0.58795583,0.7939779,0.6371875,0.81859374
3153,0.62695235,0.8134762,0.5898044,0.7949022,0.66346395,0.831732,0.5672547,0.7836274,0.5941371,0.79706854,0.6037927,0.80189633,0.5489439,0.77447194,0.60969114,0.8048456,0.5940118,0.7970059,0.5937563,0.79687816
3155,0.5173841,0.758692,0.43671313,0.71835655,0.44943553,0.72471774,0.3497953,0.6748977,0.4161009,0.70805043,0.40559328,0.70279664,0.34228432,0.67114216,0.41989475,0.70994735,0.3316044,0.6658022,0.346234,0.673117
3156,0.7961364,0.8980682,0.6828127,0.84140635,0.7413143,0.87065715,0.64033955,0.8201698,0.73154426,0.8657721,0.7043612,0.8521806,0.5992225,0.7996112,0.71111965,0.8555598,0.6205658,0.8102829,0.6811108,0.8405554
3157,0.75219387,0.87609696,0.69676274,0.8483814,0.7409251,0.87046254,0.65724486,0.82862246,0.7115844,0.85579216,0.695138,0.847569,0.61785483,0.8089274,0.72644794,0.86322397,0.6610818,0.8305409,0.67153645,0.8357682
3158,0.6924119,0.84620595,0.6339649,0.81698245,0.60868645,0.8043432,0.5764899,0.78824496,0.64286256,0.8214313,0.64540356,0.8227018,0.60791755,0.8039588,0.6416711,0.8208356,0.5956683,0.79783416,0.6148294,0.8074147
3159,0.6478962,0.8239481,0.5885196,0.7942598,0.677485,0.8387425,0.49223566,0.74611783,0.61984,0.80992,0.64817226,0.8240861,0.5445194,0.7722597,0.6434337,0.82171685,0.5707232,0.7853616,0.6030537,0.80152684
3160,0.70527947,0.85263973,0.7057369,0.85286844,0.67363954,0.83681977,0.6100782,0.8050391,0.6708555,0.83542776,0.70595455,0.8529773,0.6935611,0.84678054,0.73545194,0.86772597,0.7216012,0.8608006,0.7394807,0.86974037
3161,0.69545484,0.8477274,0.7240237,0.86201185,0.7177645,0.85888225,0.6339535,0.8169768,0.6739658,0.8369829,0.59722424,0.7986121,0.53432333,0.76716167,0.67072237,0.8353612,0.5975604,0.7987802,0.5965637,0.79828185
3162,0.70088434,0.8504422,0.71647036,0.8582352,0.6712142,0.8356071,0.6443223,0.82216114,0.67123216,0.8356161,0.6949681,0.84748405,0.6876267,0.84381336,0.74137866,0.87068933,0.7474047,0.87370235,0.74084455,0.87042224
3186,0.78919274,0.89459634,0.7221789,0.86108947,0.68945414,0.84472704,0.65243125,0.8262156,0.7551926,0.87759626,0.73596704,0.8679835,0.67824745,0.8391237,0.7331321,0.86656606,0.6832591,0.84162956,0.73660433,0.86830217
3225,0.62346685,0.8117334,0.67499995,0.8375,0.59381413,0.79690707,0.6237035,0.81185174,0.5829028,0.7914514,0.5217265,0.76086324,0.5168603,0.7584301,0.56991,0.784955,0.5671227,0.78356135,0.53301287,0.76650643
3315,0.61049235,0.8052462,0.5822924,0.79114616,0.58581364,0.7929068,0.52752495,0.7637625,0.5753014,0.7876507,0.6671105,0.8335552,0.6114412,0.80572057,0.63112366,0.81556183,0.6378257,0.81891286,0.6477462,0.8238731
3321,0.638379,0.8191895,0.62772834,0.8138642,0.603533,0.8017665,0.5870998,0.7935499,0.6003432,0.8001716,0.60543656,0.8027183,0.5624019,0.78120095,0.65578544,0.8278927,0.5979395,0.79896975,0.57745886,0.7887294
3332,0.6538606,0.8269303,0.64469135,0.8223457,0.7221856,0.8610928,0.6034318,0.8017159,0.61418694,0.8070935,0.63805,0.81902504,0.53017545,0.7650877,0.6536478,0.8268239,0.65862983,0.82931495,0.6438155,0.82190776
5877,0.6495348,0.8247674,0.7009126,0.8504563,0.6146592,0.8073296,0.5784962,0.7892481,0.6123507,0.80617535,0.5867108,0.7933554,0.5687348,0.78436744,0.614735,0.8073675,0.6476586,0.8238293,0.63419044,0.8170952
5981,0.74783295,0.8739165,0.68658316,0.8432916,0.7441967,0.8720983,0.62473047,0.81236523,0.7301277,0.86506385,0.6864718,0.8432359,0.63364595,0.816823,0.69825536,0.84912765,0.67032015,0.8351601,0.6707233,0.83536166
6043,0.669426,0.834713,0.5878755,0.79393774,0.5808314,0.7904157,0.6208811,0.81044054,0.5869722,0.7934861,0.58736455,0.7936823,0.54708683,0.7735434,0.57783735,0.7889187,0.6015293,0.8007647,0.5823332,0.7911666
6078,0.6949663,0.84748316,0.6497508,0.8248754,0.64515865,0.8225793,0.6407141,0.8203571,0.65569687,0.82784843,0.5978888,0.7989444,0.54931587,0.77465796,0.6246722,0.8123361,0.6093627,0.80468136,0.5848566,0.7924283
6081,0.7287409,0.86437047,0.67579615,0.8378981,0.6920759,0.846038,0.71162605,0.855813,0.671451,0.8357255,0.691126,0.845563,0.64460737,0.82230365,0.6810547,0.84052736,0.7047347,0.85236734,0.69192636,0.8459632
6082,0.7094672,0.8547336,0.6469421,0.82347107,0.65006685,0.8250334,0.6384362,0.8192181,0.7124897,0.85624486,0.7403865,0.87019324,0.7206813,0.86034065,0.71259236,0.8562962,0.734515,0.8672575,0.7354108,0.8677054
6090,0.6927868,0.8463934,0.667921,0.83396053,0.67531085,0.8376554,0.65687966,0.82843983,0.63365185,0.8168259,0.6380776,0.8190388,0.6341268,0.8170634,0.69369566,0.84684783,0.6801694,0.8400847,0.6688068,0.8344034
6127,0.71178776,0.85589385,0.76001966,0.88000983,0.7415947,0.87079734,0.6380532,0.8190266,0.73965997,0.86983,0.7149198,0.8574599,0.6636543,0.83182716,0.75015163,0.8750758,0.65710235,0.8285512,0.6923947,0.84619737
6211,0.7360003,0.86800015,0.6944963,0.84724814,0.6921753,0.8460877,0.5711385,0.78556925,0.6968441,0.84842205,0.74364007,0.87182003,0.67167425,0.8358371,0.714195,0.8570975,0.6763203,0.83816016,0.7081999,0.8541
6213,0.70419854,0.8520993,0.5837047,0.79185236,0.58110034,0.7905502,0.54023176,0.77011585,0.6187646,0.8093823,0.67519987,0.83759993,0.58683693,0.79341847,0.6070969,0.80354846,0.64467305,0.82233655,0.6499388,0.8249694
6214,0.6113071,0.8056536,0.57423276,0.7871164,0.6455182,0.8227591,0.5451084,0.77255416,0.5323786,0.76618934,0.5673142,0.7836571,0.51507604,0.757538,0.5646602,0.7823301,0.5686767,0.78433836,0.54988885,0.7749444
6231,0.67311466,0.8365573,0.652748,0.826374,0.6450411,0.82252055,0.5686456,0.7843228,0.63935006,0.819675,0.62067425,0.8103371,0.5927425,0.7963712,0.65152085,0.8257604,0.6339596,0.81697977,0.6165482,0.8082741
6232,0.734493,0.8672465,0.65112776,0.8255639,0.7040238,0.8520119,0.5836959,0.79184794,0.67058355,0.83529174,0.6795312,0.8397656,0.55829644,0.7791482,0.68536425,0.8426821,0.61238456,0.8061923,0.6505246,0.8252623
6233,0.73929405,0.869647,0.71604526,0.85802263,0.7387281,0.869364,0.60941124,0.8047056,0.6980144,0.8490072,0.6867653,0.84338266,0.58307004,0.791535,0.6937345,0.84686726,0.66172665,0.83086336,0.6378361,0.81891805
6239,0.6035286,0.8017643,0.5889913,0.79449564,0.5683317,0.78416586,0.5592693,0.77963465,0.5432805,0.77164024,0.6049551,0.80247754,0.58666086,0.79333043,0.62197256,0.8109863,0.642199,0.8210995,0.63717115,0.8185856
6240,0.6571554,0.8285777,0.58105916,0.7905296,0.59667015,0.7983351,0.526827,0.7634135,0.5995052,0.7997526,0.5789973,0.7894987,0.5292231,0.76461154,0.5561689,0.77808446,0.57215095,0.7860755,0.56337345,0.7816867
6254,0.62956744,0.8147837,0.7099999,0.85499996,0.6186292,0.8093146,0.5999655,0.7999828,0.62290496,0.8114525,0.6049353,0.80246764,0.65500736,0.8275037,0.6705083,0.8352542,0.6485742,0.82428706,0.65012074,0.82506037
6255,0.56625456,0.7831273,0.5510628,0.7755314,0.5536169,0.77680844,0.5126978,0.7563489,0.5323755,0.7661878,0.5597487,0.7798743,0.5703772,0.78518856,0.52207476,0.76103735,0.60217345,0.8010867,0.6001185,0.80005926
6342,0.5957567,0.7978784,0.60430944,0.8021547,0.5494162,0.7747081,0.49862963,0.7493148,0.59916985,0.7995849,0.55802894,0.77901447,0.56790507,0.78395253,0.5822682,0.7911341,0.5490742,0.7745371,0.52215827,0.76107913
7630,0.5561066,0.7780533,0.6448097,0.82240486,0.5386413,0.7693206,0.5976795,0.79883975,0.59466815,0.7973341,0.5655651,0.78278255,0.614923,0.8074615,0.65953207,0.82976604,0.68035626,0.84017813,0.70573413,0.85286707
7654,0.61232555,0.8061628,0.6549175,0.82745874,0.6238136,0.8119068,0.578964,0.789482,0.5877799,0.79388994,0.5833133,0.7916566,0.58058035,0.7902902,0.6042733,0.80213666,0.61542094,0.80771047,0.59074116,0.7953706
8890,0.58213097,0.79106545,0.61295176,0.8064759,0.5905388,0.79526937,0.5941942,0.7970971,0.553707,0.7768535,0.6058027,0.8029014,0.5874174,0.7937087,0.6677646,0.83388233,0.68924654,0.84462327,0.6684307,0.83421534
8916,0.47015548,0.73507774,0.4833128,0.7416564,0.51902616,0.7595131,0.44719362,0.7235968,0.41653365,0.70826685,0.37004495,0.6850225,0.4013239,0.70066196,0.43488398,0.717442,0.46693832,0.7334691,0.40155107,0.7007755
9028,0.6682403,0.83412015,0.66878235,0.8343912,0.640571,0.8202855,0.6161525,0.80807626,0.60625494,0.80312747,0.637205,0.8186025,0.6012577,0.80062884,0.6768563,0.83842814,0.6296444,0.8148222,0.6737517,0.83687586
9066,0.6533702,0.8266851,0.5854234,0.79271173,0.5822138,0.79110694,0.5128573,0.75642866,0.5747173,0.78735864,0.5716609,0.78583044,0.48897618,0.7444881,0.57166535,0.78583264,0.55439264,0.7771963,0.55402064,0.7770103
9445,0.5940255,0.79701275,0.6433855,0.82169276,0.57046604,0.785233,0.5781044,0.7890522,0.5930355,0.7965177,0.57668203,0.78834105,0.6376731,0.81883657,0.63489246,0.81744623,0.6729551,0.8364775,0.6541697,0.82708484
9542,0.68913525,0.84456766,0.7001612,0.8500806,0.62198675,0.8109934,0.66942394,0.83471197,0.69460464,0.8473023,0.62539446,0.81269723,0.5791415,0.78957075,0.6958208,0.8479104,0.66967565,0.8348378,0.62201655,0.8110083
9546,0.63623106,0.81811553,0.5763172,0.7881586,0.5516745,0.77583724,0.5955822,0.7977911,0.56327593,0.78163797,0.58683145,0.7934157,0.51379466,0.75689733,0.57679325,0.7883966,0.6057266,0.8028633,0.5469285,0.77346426
9547,0.57495105,0.7874755,0.5560959,0.7780479,0.53607786,0.7680389,0.53333914,0.7666696,0.50114393,0.75057197,0.4754549,0.73772746,0.46623674,0.73311836,0.52959645,0.7647982,0.54119927,0.7705996,0.48998612,0.7449931
9583,0.6057769,0.80288845,0.5964982,0.7982491,0.5907376,0.7953688,0.60122323,0.8006116,0.5296733,0.76483667,0.517884,0.758942,0.47314698,0.73657346,0.57561874,0.7878094,0.5749921,0.7874961,0.5418992,0.7709496
9587,0.6483804,0.8241902,0.6504314,0.8252157,0.65464044,0.8273202,0.5580197,0.7790098,0.58284163,0.7914208,0.63843936,0.8192197,0.5978623,0.7989311,0.63804126,0.8190206,0.646335,0.8231675,0.6535215,0.82676077
12037,0.7102852,0.8551426,0.7498418,0.8749209,0.7252202,0.8626101,0.6540452,0.8270226,0.6954326,0.84771633,0.7510791,0.87553954,0.7150924,0.8575462,0.7913013,0.8956506,0.7822939,0.89114696,0.782846,0.891423
12116,0.61316717,0.8065836,0.5971532,0.7985766,0.6391816,0.8195908,0.5644021,0.78220105,0.5480988,0.7740494,0.57634664,0.7881733,0.5268438,0.7634219,0.6078633,0.80393165,0.58054316,0.7902716,0.60417324,0.8020866
12122,0.7120137,0.85600686,0.62798417,0.8139921,0.6613016,0.8306508,0.5626442,0.7813221,0.62589276,0.8129464,0.6828543,0.84142715,0.55049324,0.7752466,0.6593418,0.8296709,0.60735106,0.80367553,0.62010837,0.8100542
12124,0.54852366,0.77426183,0.5384656,0.7692328,0.5357522,0.7678761,0.47037303,0.7351865,0.45985594,0.72992796,0.5609916,0.78049576,0.48266906,0.74133456,0.5056098,0.7528049,0.5489069,0.77445346,0.5495578,0.7747789
12141,0.64903355,0.8245168,0.60161424,0.8008071,0.62867594,0.81433797,0.55493814,0.77746904,0.6034435,0.80172175,0.6062443,0.80312216,0.59796375,0.7989819,0.5976269,0.79881346,0.6266464,0.8133232,0.6198447,0.80992234
12143,0.65629894,0.82814944,0.64130926,0.82065463,0.6243902,0.81219506,0.5656426,0.7828213,0.61116594,0.805583,0.6667764,0.8333882,0.5728382,0.7864191,0.6440513,0.82202566,0.66537523,0.8326876,0.6574725,0.82873625
12149,0.6141428,0.8070714,0.6751697,0.83758485,0.67875737,0.8393787,0.5552875,0.77764374,0.60382235,0.8019112,0.5999469,0.7999735,0.6398127,0.81990635,0.63198125,0.8159906,0.6447371,0.82236856,0.6297885,0.81489426
12161,0.54074115,0.7703706,0.5292612,0.76463056,0.53626996,0.76813495,0.5367693,0.76838464,0.51919365,0.7595968,0.53565097,0.7678255,0.5182699,0.75913495,0.5741824,0.7870912,0.5844408,0.7922204,0.5521118,0.77605593
12252,0.62415683,0.8120784,0.6443024,0.8221512,0.58368915,0.7918446,0.6234987,0.81174934,0.61424196,0.807121,0.62345314,0.81172657,0.5847808,0.7923904,0.6797682,0.8398841,0.66650873,0.83325434,0.6791829,0.83959144
12408,0.64759725,0.82379866,0.64361,0.821805,0.62689143,0.8134457,0.5851464,0.7925732,0.6519174,0.8259587,0.7013979,0.85069895,0.676835,0.83841753,0.68254364,0.8412718,0.685462,0.842731,0.7257712,0.8628856
12409,0.5283147,0.76415735,0.5731671,0.78658354,0.52435845,0.76217926,0.506757,0.7533785,0.50970995,0.754855,0.48612097,0.74306047,0.5190534,0.7595267,0.56504893,0.78252447,0.5280536,0.76402676,0.5130718,0.7565359
12410,0.7347081,0.86735404,0.7311338,0.8655669,0.736254,0.868127,0.6247581,0.81237906,0.69288015,0.8464401,0.6590488,0.8295244,0.6258701,0.81293505,0.7227914,0.8613957,0.6759124,0.8379562,0.6569288,0.8284644
12418,0.6918391,0.84591955,0.6990447,0.84952235,0.66013145,0.8300657,0.6046504,0.8023252,0.64496136,0.8224807,0.68542206,0.84271103,0.6711529,0.8355764,0.69854003,0.84927,0.66764617,0.8338231,0.6957207,0.84786034
12422,0.65007746,0.82503873,0.56244373,0.78122187,0.6205161,0.81025803,0.49739003,0.748695,0.61235976,0.8061799,0.6837133,0.84185666,0.5796728,0.7898364,0.604026,0.80201304,0.59901595,0.799508,0.6405012,0.82025063
12435,0.5430851,0.77154255,0.5231443,0.7615721,0.54079556,0.7703978,0.5230086,0.7615043,0.4934708,0.7467354,0.49782962,0.74891484,0.5053872,0.7526936,0.5154062,0.75770307,0.52039474,0.7601974,0.51821375,0.7591069
12436,0.6389857,0.8194928,0.6010407,0.80052036,0.61956733,0.8097837,0.5398451,0.76992255,0.5852051,0.79260254,0.6113381,0.80566907,0.5387428,0.7693714,0.61127836,0.80563915,0.62102544,0.8105127,0.5907149,0.79535747
12437,0.51527244,0.7576362,0.5215982,0.7607991,0.55094135,0.7754707,0.53457856,0.7672893,0.4922189,0.7461095,0.49127746,0.7456387,0.4555084,0.72775424,0.5704601,0.78523004,0.5217528,0.7608764,0.50590587,0.75295293
12447,0.74787843,0.8739392,0.74668634,0.87334317,0.7039163,0.85195816,0.7021088,0.85105443,0.7045748,0.8522874,0.71752936,0.85876465,0.6762607,0.83813035,0.7370511,0.86852556,0.7524346,0.8762173,0.72542006,0.86271
12448,0.7624711,0.88123554,0.75610596,0.87805295,0.7261753,0.86308765,0.7129042,0.8564521,0.763381,0.8816905,0.7749234,0.88746166,0.70858264,0.8542913,0.7842698,0.8921349,0.7520075,0.87600374,0.7635186,0.8817593
12449,0.6523135,0.82615674,0.58658457,0.7932923,0.6569997,0.82849985,0.54998493,0.77499247,0.58553994,0.79276997,0.6850068,0.8425034,0.5061703,0.75308514,0.6366072,0.8183036,0.6168728,0.8084364,0.59402454,0.79701227
12450,0.5767015,0.78835076,0.5701746,0.7850873,0.5881784,0.7940892,0.5052819,0.75264096,0.5480622,0.7740311,0.57779956,0.7888998,0.56983376,0.7849169,0.5825602,0.7912801,0.575696,0.787848,0.59226596,0.796133
12451,0.66230536,0.8311527,0.6645324,0.8322662,0.70237154,0.8511858,0.5549828,0.7774914,0.6287668,0.8143834,0.5949397,0.79746985,0.5636204,0.78181016,0.6285187,0.81425935,0.601121,0.8005605,0.59067214,0.79533607
12452,0.6738461,0.83692306,0.5808806,0.7904403,0.6513241,0.825662,0.53483444,0.7674172,0.61816275,0.8090814,0.624895,0.8124475,0.5004766,0.7502383,0.62936985,0.8146849,0.5819534,0.7909767,0.58266723,0.7913336
12453,0.5996912,0.7998456,0.61501646,0.80750823,0.5631698,0.78158486,0.5736333,0.78681666,0.5670881,0.78354406,0.58463156,0.7923158,0.5540049,0.77700245,0.63297874,0.81648934,0.5931445,0.7965722,0.6135551,0.80677754
12454,0.69242287,0.84621143,0.66255045,0.8312752,0.645324,0.822662,0.6351293,0.8175646,0.67678434,0.83839214,0.6391015,0.81955075,0.63082135,0.8154107,0.6607188,0.8303594,0.6513115,0.82565576,0.6252815,0.8126408
12455,0.7120626,0.8560313,0.6531801,0.82659006,0.68923163,0.8446158,0.63127553,0.81563777,0.6051369,0.80256844,0.63607895,0.8180395,0.5522628,0.7761314,0.6459336,0.8229668,0.63307893,0.81653947,0.621621,0.8108105
12456,0.7431227,0.87156135,0.6617683,0.83088416,0.6986436,0.84932184,0.579088,0.789544,0.6867611,0.8433806,0.63988996,0.819945,0.56719494,0.78359747,0.67960685,0.83980346,0.5890204,0.7945102,0.6022998,0.8011499
12457,0.71746135,0.8587307,0.7069002,0.85345006,0.76494896,0.8824745,0.6498353,0.8249177,0.6997665,0.84988326,0.69326186,0.84663093,0.65922165,0.8296108,0.73176616,0.8658831,0.68616617,0.8430831,0.67594814,0.8379741
12458,0.7391572,0.8695786,0.7166555,0.85832775,0.7522999,0.87614995,0.64862096,0.8243105,0.6371925,0.81859624,0.6766344,0.83831716,0.5534307,0.77671534,0.72472614,0.8623631,0.69380146,0.8469007,0.6563321,0.828166
12459,0.653172,0.826586,0.62433565,0.8121678,0.6367372,0.8183686,0.5664407,0.78322035,0.6082716,0.8041358,0.56078887,0.78039443,0.5492096,0.7746048,0.609221,0.8046105,0.5458809,0.77294046,0.5386249,0.76931244
12460,0.7218945,0.86094725,0.72158265,0.8607913,0.73429286,0.86714643,0.68128365,0.84064186,0.7078153,0.85390764,0.7345243,0.8672621,0.6892059,0.84460294,0.7504791,0.87523955,0.7898389,0.89491946,0.7443172,0.8721586
12461,0.74057746,0.8702887,0.63118476,0.8155924,0.71773636,0.8588682,0.6050172,0.8025086,0.63175195,0.815876,0.7242825,0.86214125,0.5506931,0.7753465,0.67491484,0.8374574,0.6393926,0.8196963,0.6591455,0.82957274
12462,0.6902828,0.8451414,0.7174861,0.8587431,0.70351094,0.8517555,0.6310483,0.81552416,0.6818137,0.84090686,0.67045903,0.8352295,0.5960746,0.7980373,0.6931547,0.84657735,0.71294874,0.8564744,0.6604117,0.83020586
12463,0.5124818,0.7562409,0.4938708,0.74693537,0.56103975,0.78051984,0.48485243,0.7424262,0.49135232,0.74567616,0.5240761,0.76203805,0.5311267,0.76556337,0.5157048,0.75785244,0.5678103,0.78390515,0.53650045,0.7682502
12464,0.734318,0.867159,0.700542,0.850271,0.7203394,0.8601697,0.6520554,0.8260277,0.6942872,0.8471436,0.7101425,0.85507125,0.61204875,0.8060244,0.7255136,0.8627568,0.7029544,0.8514772,0.6765411,0.83827055
12465,0.6280926,0.81404626,0.6712196,0.8356098,0.64654386,0.82327193,0.5588516,0.7794258,0.6243379,0.81216896,0.59303194,0.79651594,0.6512857,0.8256428,0.63674915,0.8183746,0.6333097,0.81665486,0.61957777,0.8097889
12466,0.64138484,0.8206924,0.56628084,0.7831404,0.5832766,0.7916383,0.51651996,0.75826,0.59756875,0.7987844,0.67480963,0.83740485,0.5810859,0.79054296,0.62774897,0.8138745,0.61655265,0.8082763,0.63657045,0.8182852
12467,0.59652686,0.79826343,0.6160302,0.8080151,0.61328185,0.8066409,0.6071187,0.80355936,0.5483701,0.77418506,0.6168637,0.80843186,0.5783818,0.7891909,0.6903402,0.84517014,0.6949394,0.8474697,0.65719306,0.82859653
12468,0.5756444,0.7878222,0.56124276,0.7806214,0.5733131,0.78665656,0.5216241,0.76081204,0.605865,0.8029325,0.6311479,0.81557393,0.66558564,0.8327928,0.58676136,0.7933807,0.6685071,0.83425355,0.64233977,0.82116985
12469,0.39625937,0.69812965,0.46749884,0.7337494,0.4080184,0.7040092,0.40450364,0.7022518,0.38416842,0.6920842,0.38891262,0.69445634,0.39586836,0.69793415,0.4534819,0.72674096,0.5031507,0.75157535,0.47401124,0.7370056
12470,0.6419798,0.8209899,0.5989125,0.79945624,0.6809081,0.84045404,0.6073642,0.8036821,0.59973407,0.79986703,0.61309195,0.806546,0.54097444,0.7704872,0.672665,0.8363325,0.57308364,0.7865418,0.57685447,0.78842723
12471,0.71138465,0.8556923,0.72268784,0.8613439,0.7031643,0.85158217,0.6639645,0.83198225,0.69372606,0.84686303,0.6854576,0.8427288,0.6825775,0.84128875,0.74509156,0.8725458,0.71701574,0.8585079,0.735482,0.867741
12472,0.6192935,0.8096467,0.6833862,0.8416931,0.6216645,0.81083226,0.61614436,0.8080722,0.6335416,0.8167708,0.6138112,0.8069056,0.60883355,0.8044168,0.69982374,0.84991187,0.6806874,0.8403437,0.65203094,0.8260155
12473,0.6735856,0.8367928,0.66246164,0.8312308,0.65681684,0.8284084,0.6357258,0.81786287,0.6473739,0.82368696,0.6567376,0.8283688,0.6502682,0.8251341,0.676493,0.83824646,0.6488788,0.8244394,0.6894103,0.84470516
12474,0.54869664,0.7743483,0.5099128,0.75495636,0.5285895,0.76429474,0.53344893,0.76672447,0.4873296,0.7436648,0.57817835,0.7890892,0.498884,0.749442,0.55861866,0.77930933,0.59173846,0.79586923,0.551127,0.7755635
12475,0.6439663,0.82198316,0.61539185,0.8076959,0.60725516,0.8036276,0.5763328,0.7881664,0.61215997,0.80608,0.67379814,0.83689904,0.6447524,0.8223762,0.6573869,0.82869345,0.68617004,0.84308505,0.69366735,0.8468337
12476,0.6899924,0.8449962,0.69093984,0.84546995,0.66064644,0.8303232,0.61399734,0.80699867,0.6794471,0.8397236,0.6481769,0.82408845,0.68677783,0.8433889,0.70902514,0.8545126,0.69062895,0.8453145,0.6939651,0.84698254
12477,0.63278294,0.81639147,0.64830106,0.82415056,0.636454,0.818227,0.6338879,0.81694394,0.6146445,0.80732226,0.680462,0.840231,0.6577492,0.8288746,0.68252754,0.8412638,0.68459225,0.8422961,0.73592037,0.8679602
12478,0.6461978,0.8230989,0.65802765,0.8290138,0.65433514,0.8271676,0.6127465,0.80637324,0.6288858,0.8144429,0.6516707,0.82583535,0.59351325,0.7967566,0.67373717,0.8368686,0.67076707,0.83538353,0.6505052,0.8252526
12479,0.6024476,0.8012238,0.553021,0.7765105,0.624309,0.81215453,0.53614116,0.7680706,0.52175355,0.7608768,0.5953233,0.79766166,0.49074954,0.7453748,0.59966356,0.79983175,0.5732152,0.7866076,0.54258317,0.7712916
12480,0.7431967,0.87159836,0.6902789,0.84513944,0.688102,0.844051,0.65038,0.82519,0.686533,0.8432665,0.6726866,0.8363433,0.59769225,0.7988461,0.6940752,0.8470376,0.64131546,0.82065773,0.6337658,0.8168829
12481,0.63716066,0.8185803,0.6064443,0.8032222,0.66664195,0.833321,0.57517457,0.7875873,0.5632094,0.7816047,0.6469395,0.82346976,0.50626504,0.7531325,0.6883952,0.84419763,0.6631503,0.83157516,0.6198611,0.80993056
12482,0.7194874,0.8597437,0.69726443,0.8486322,0.7007961,0.85039806,0.660849,0.8304245,0.7033647,0.8516823,0.72984314,0.86492157,0.6948283,0.84741414,0.74810857,0.8740543,0.6934365,0.84671825,0.71406114,0.8570306
12483,0.6891678,0.84458387,0.6984538,0.8492269,0.6833353,0.84166765,0.5917785,0.79588926,0.6681566,0.8340783,0.7095728,0.8547864,0.6806952,0.8403476,0.71427184,0.8571359,0.70584273,0.85292137,0.73865557,0.8693278
12484,0.57122785,0.7856139,0.5345552,0.7672776,0.5977255,0.79886276,0.4660306,0.7330153,0.5341512,0.7670756,0.5694264,0.7847132,0.4631096,0.7315548,0.54105467,0.77052736,0.52776617,0.7638831,0.53436476,0.76718235
12485,0.6622852,0.8311426,0.66476965,0.8323848,0.6672191,0.8336096,0.6128614,0.8064307,0.63405687,0.8170284,0.7474648,0.8737324,0.69164973,0.84582484,0.74899197,0.874496,0.74720204,0.873601,0.76442087,0.88221043
12486,0.6916059,0.84580296,0.69926643,0.8496332,0.69675523,0.8483776,0.57264197,0.786321,0.6807359,0.8403679,0.7010305,0.85051525,0.66923034,0.8346152,0.69940424,0.8497021,0.66758585,0.8337929,0.65974,0.82987
12487,0.7632077,0.88160384,0.7452922,0.8726461,0.77962875,0.8898144,0.6616748,0.83083737,0.71743876,0.85871935,0.7202583,0.8601291,0.66398084,0.8319904,0.7737948,0.8868974,0.72080386,0.8604019,0.7081667,0.85408336
