Unnamed: 0,Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_doordash_pm_Raw_Score,Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_doordash_pm_Score,Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_apple_pm_Raw_Score,Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_apple_pm_Score,Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_samsara_pm_Raw_Score,Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_samsara_pm_Score,Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_yelp_pm_Raw_Score,Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_yelp_pm_Score,Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_match_pm_Raw_Score,Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_match_pm_Score,Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_i2c_ux_Raw_Score,Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_i2c_ux_Score,Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_adobe_ux_Raw_Score,Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_adobe_ux_Score,Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_amazon_ux_Raw_Score,Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_amazon_ux_Score,Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_rowan_ux_Raw_Score,Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_rowan_ux_Score,Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_google_ux_Raw_Score,Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_google_ux_Score
3148,0.7031146,0.8515573,0.6668787,0.83343935,0.6457411,0.82287055,0.58211446,0.7910572,0.6768906,0.8384453,0.7079719,0.8539859,0.69611526,0.8480576,0.69363415,0.8468171,0.6580647,0.82903236,0.6974186,0.8487093
3149,0.75427175,0.8771359,0.6856598,0.84282994,0.664113,0.8320565,0.6296718,0.8148359,0.6669932,0.8334966,0.6752104,0.83760524,0.61279535,0.8063977,0.66305023,0.8315251,0.63483244,0.8174162,0.6607428,0.8303714
3150,0.76383805,0.881919,0.6600779,0.83003896,0.6548453,0.8274226,0.60159147,0.80079573,0.66445166,0.8322258,0.7008791,0.85043955,0.6090029,0.8045014,0.671237,0.8356185,0.6069368,0.8034684,0.66445786,0.8322289
3153,0.70219564,0.8510978,0.6322944,0.8161472,0.6395273,0.81976366,0.59440446,0.7972022,0.6329509,0.81647545,0.6758275,0.83791375,0.59411836,0.7970592,0.6334684,0.8167342,0.6155432,0.80777156,0.6524517,0.8262259
3155,0.64468086,0.8223404,0.61493856,0.80746925,0.58373743,0.7918687,0.5054599,0.75272995,0.56838286,0.7841914,0.5818031,0.79090154,0.5525907,0.77629536,0.58344567,0.79172283,0.54758495,0.7737925,0.57600415,0.7880021
3156,0.7688484,0.8844242,0.63722295,0.8186115,0.7092465,0.85462326,0.60106736,0.80053365,0.690158,0.845079,0.6745938,0.8372969,0.5477029,0.77385145,0.6778744,0.83893716,0.59119046,0.7955952,0.6373929,0.81869644
3157,0.73757416,0.86878705,0.66356134,0.8317807,0.7019788,0.8509894,0.61872226,0.8093611,0.6887994,0.8443997,0.6785337,0.83926684,0.62709224,0.8135461,0.67394966,0.83697486,0.63607836,0.8180392,0.67167497,0.8358375
3158,0.7229357,0.86146784,0.675872,0.83793604,0.64951444,0.8247572,0.5941025,0.79705125,0.67520595,0.837603,0.6828711,0.84143555,0.6135586,0.80677927,0.67115426,0.83557713,0.6116083,0.80580413,0.646883,0.8234415
3159,0.679324,0.83966196,0.6212597,0.81062984,0.6824719,0.84123594,0.52613974,0.76306987,0.6732997,0.83664984,0.69568896,0.8478445,0.61705655,0.8085283,0.68418574,0.8420929,0.5937146,0.7968573,0.6552061,0.82760304
3160,0.7260392,0.8630196,0.70888615,0.8544431,0.6764513,0.83822566,0.60408217,0.80204105,0.66786194,0.83393097,0.6730809,0.83654046,0.6502074,0.8251037,0.69341207,0.84670603,0.6537336,0.8268668,0.6860727,0.84303635
3161,0.8083577,0.90417886,0.76539516,0.8826976,0.73312646,0.8665632,0.66016835,0.8300842,0.746227,0.8731135,0.7313187,0.86565936,0.6451075,0.82255375,0.72957253,0.86478627,0.6731765,0.83658826,0.71519697,0.8575985
3162,0.737156,0.86857796,0.64698845,0.8234942,0.63830584,0.81915295,0.6084892,0.80424464,0.6551789,0.82758945,0.6536083,0.82680416,0.59559274,0.79779637,0.649958,0.824979,0.6196046,0.8098023,0.6296774,0.8148387
3186,0.8002111,0.90010554,0.72428745,0.86214375,0.7048589,0.85242945,0.65599453,0.82799727,0.7756097,0.88780487,0.74334335,0.8716717,0.68473214,0.8423661,0.7395143,0.8697572,0.68530476,0.8426524,0.7447418,0.8723709
3225,0.5893452,0.7946726,0.65825224,0.8291261,0.56038654,0.78019327,0.5927117,0.79635584,0.5594268,0.7797134,0.48680532,0.74340266,0.50617236,0.7530862,0.54658,0.77329004,0.54754233,0.77377117,0.49395785,0.74697894
3315,0.66135764,0.8306788,0.60200965,0.8010048,0.6238631,0.81193155,0.5385934,0.7692967,0.5865131,0.7932565,0.6977762,0.8488881,0.60459745,0.8022987,0.66192794,0.83096397,0.6342562,0.81712806,0.6686427,0.8343214
3321,0.6374251,0.8187126,0.6076275,0.80381376,0.5642274,0.7821137,0.54206085,0.7710304,0.56009877,0.7800494,0.5813807,0.79069036,0.537142,0.768571,0.61238825,0.8061941,0.55715513,0.77857757,0.54430056,0.7721503
3332,0.72998047,0.86499023,0.71620685,0.8581034,0.74644536,0.8732227,0.6391492,0.8195746,0.6709447,0.83547235,0.6923319,0.84616596,0.62004626,0.8100231,0.7109542,0.8554771,0.6772913,0.83864564,0.67090476,0.8354524
5877,0.69004035,0.8450202,0.71903324,0.8595166,0.6680398,0.8340199,0.62077796,0.810389,0.6544261,0.82721305,0.64723504,0.8236175,0.60915095,0.80457544,0.6742337,0.83711684,0.6896762,0.84483814,0.6892826,0.8446413
5981,0.76337874,0.88168937,0.73079956,0.8653998,0.71250474,0.8562524,0.6381348,0.81906736,0.7758666,0.8879333,0.77565074,0.88782537,0.73694867,0.86847436,0.7553507,0.87767535,0.7287539,0.86437696,0.76771975,0.8838599
6043,0.74244404,0.871222,0.6743703,0.83718514,0.6363102,0.8181551,0.6178618,0.8089309,0.67843556,0.8392178,0.6956818,0.8478409,0.65435666,0.82717836,0.659325,0.8296625,0.6846118,0.8423059,0.6708159,0.835408
6078,0.705843,0.8529215,0.63151157,0.8157558,0.6324838,0.81624186,0.5899657,0.79498285,0.63983357,0.8199168,0.62311816,0.8115591,0.5424504,0.7712252,0.6110952,0.8055476,0.6149142,0.8074571,0.6073637,0.80368185
6081,0.76198024,0.88099015,0.66361666,0.8318083,0.69667125,0.8483356,0.70249665,0.8512483,0.69008505,0.8450425,0.7301631,0.86508155,0.65039253,0.82519627,0.7041701,0.85208505,0.7118803,0.85594016,0.7169703,0.85848516
6082,0.7532996,0.8766498,0.63848364,0.8192418,0.65742075,0.8287104,0.6181805,0.80909026,0.6940094,0.8470047,0.74420244,0.8721012,0.69387126,0.84693563,0.68627596,0.843138,0.70504725,0.8525236,0.7302444,0.8651222
6090,0.6448451,0.82242256,0.6006441,0.80032206,0.5781523,0.78907615,0.58554196,0.792771,0.5849456,0.79247284,0.593274,0.796637,0.5947805,0.7973902,0.61117005,0.805585,0.60635465,0.80317736,0.604308,0.802154
6127,0.6975602,0.8487801,0.72746575,0.8637329,0.7174834,0.8587417,0.6317401,0.81587005,0.677482,0.838741,0.68948925,0.8447446,0.6189059,0.80945295,0.71071255,0.8553563,0.63965154,0.81982577,0.6716002,0.8358001
6211,0.6397884,0.8198942,0.6212051,0.81060255,0.5723585,0.78617924,0.5216043,0.76080215,0.59290636,0.7964532,0.60841584,0.8042079,0.599792,0.799896,0.6041863,0.80209315,0.5799593,0.78997964,0.5900193,0.7950096
6213,0.73066175,0.8653309,0.60607785,0.80303895,0.58859915,0.7942996,0.53190005,0.76595,0.63468874,0.81734437,0.66082,0.83041,0.58327305,0.7916365,0.6221001,0.81105006,0.60242873,0.80121434,0.62904716,0.8145236
6214,0.6641594,0.8320797,0.61521906,0.80760956,0.638132,0.819066,0.54946893,0.7747345,0.5837343,0.79186714,0.63424736,0.81712365,0.580657,0.7903285,0.6157543,0.8078772,0.61024845,0.8051242,0.61859035,0.8092952
6231,0.6689048,0.8344524,0.64295065,0.8214753,0.61125827,0.80562913,0.57697093,0.78848547,0.62276316,0.8113816,0.6267463,0.81337315,0.6225132,0.8112566,0.63797426,0.81898713,0.6280532,0.8140266,0.6295779,0.81478894
6232,0.7758141,0.887907,0.7142091,0.85710454,0.72509766,0.8625488,0.65849125,0.8292456,0.7030839,0.85154194,0.7073046,0.8536523,0.65324694,0.82662344,0.7255604,0.8627802,0.67654073,0.83827037,0.7063321,0.85316604
6233,0.74365854,0.8718293,0.7040245,0.8520123,0.7459679,0.87298393,0.60192287,0.80096143,0.696885,0.8484425,0.6973007,0.84865034,0.5789143,0.78945714,0.6983056,0.8491528,0.65917337,0.8295867,0.6411258,0.8205629
6239,0.6387365,0.81936824,0.6390159,0.81950796,0.61386186,0.8069309,0.63044477,0.8152224,0.5844986,0.7922493,0.61337554,0.8066878,0.59957826,0.79978913,0.6303607,0.81518036,0.6810206,0.8405103,0.65215194,0.826076
6240,0.7008428,0.8504214,0.62817633,0.81408817,0.6244528,0.8122264,0.5467752,0.7733876,0.6448788,0.82243943,0.63905394,0.819527,0.5824238,0.7912119,0.59855425,0.7992771,0.6184091,0.8092046,0.61094344,0.8054717
6254,0.706809,0.8534045,0.7609813,0.88049066,0.66317475,0.8315874,0.6578475,0.82892376,0.6969764,0.8484882,0.6470265,0.82351327,0.6554395,0.82771975,0.73210365,0.8660518,0.6606306,0.8303153,0.6592827,0.82964134
6255,0.69204396,0.846022,0.63003266,0.8150163,0.63089395,0.815447,0.568787,0.7843935,0.61609083,0.8080454,0.6647146,0.8323573,0.61811876,0.8090594,0.6263572,0.8131786,0.6292122,0.8146061,0.6422024,0.8211012
6342,0.60162556,0.8008128,0.6111835,0.80559176,0.5641537,0.78207684,0.50660414,0.7533021,0.5982629,0.79913145,0.5709045,0.78545225,0.5749769,0.78748846,0.59729683,0.7986484,0.55239034,0.77619517,0.5349736,0.7674868
7630,0.65419954,0.8270998,0.6961659,0.84808296,0.5758618,0.7879309,0.60744184,0.80372095,0.6333195,0.81665975,0.63119626,0.81559813,0.65599227,0.82799613,0.6921071,0.84605354,0.6752864,0.8376432,0.7051778,0.8525889
7654,0.558957,0.7794785,0.5805222,0.7902611,0.54797643,0.77398825,0.4734748,0.7367374,0.51739585,0.7586979,0.5172971,0.7586485,0.47987288,0.7399365,0.49837166,0.7491858,0.5148607,0.7574303,0.50272846,0.75136423
8890,0.71312296,0.8565615,0.664469,0.8322345,0.6397172,0.8198586,0.6230456,0.81152284,0.6615946,0.8307973,0.74655986,0.8732799,0.67512536,0.8375627,0.7273878,0.8636939,0.7015526,0.8507763,0.7434971,0.87174857
8916,0.6871668,0.8435834,0.6569476,0.8284738,0.6458461,0.82292306,0.5802248,0.7901124,0.62285435,0.8114272,0.58914995,0.794575,0.5734294,0.7867147,0.61731654,0.80865824,0.5895622,0.7947811,0.5818557,0.7909279
9028,0.6878947,0.84394735,0.66493976,0.8324699,0.6441194,0.8220597,0.60061514,0.8003076,0.6294972,0.8147486,0.6991904,0.8495952,0.65281725,0.8264086,0.6932596,0.8466298,0.658346,0.82917297,0.72030807,0.86015403
9066,0.7001767,0.85008836,0.6312287,0.81561434,0.611168,0.805584,0.5624457,0.7812228,0.6083503,0.80417514,0.6000825,0.80004126,0.53498757,0.7674938,0.6126113,0.80630565,0.5595442,0.7797721,0.5816568,0.7908284
9445,0.7148709,0.85743546,0.72367215,0.8618361,0.6885909,0.84429544,0.68261063,0.8413053,0.68720376,0.8436019,0.6805073,0.84025365,0.66570663,0.8328533,0.72588265,0.8629413,0.74385047,0.87192523,0.7334149,0.86670744
9542,0.6766261,0.83831304,0.69369775,0.84684885,0.62882525,0.8144126,0.6168941,0.80844706,0.6407565,0.82037824,0.6089281,0.80446404,0.55315447,0.77657723,0.6810845,0.84054226,0.5959852,0.7979926,0.59262335,0.7963117
9546,0.7136333,0.85681665,0.67181957,0.8359098,0.6253117,0.8126558,0.6443255,0.82216275,0.6431989,0.8215995,0.6429249,0.82146245,0.61464155,0.8073208,0.6713631,0.83568156,0.6611173,0.83055866,0.62659854,0.8132993
9547,0.6464219,0.82321095,0.62118316,0.8105916,0.60371137,0.8018557,0.6292899,0.81464493,0.5747155,0.78735775,0.5755885,0.78779423,0.5639254,0.7819627,0.59868646,0.7993432,0.6308325,0.8154162,0.6051638,0.8025819
9583,0.6919953,0.8459977,0.6885913,0.8442956,0.63730174,0.81865084,0.6304771,0.81523854,0.6317938,0.81589687,0.6050695,0.80253476,0.61635137,0.8081757,0.6448747,0.82243735,0.6531444,0.8265722,0.62529707,0.81264853
9587,0.74660194,0.87330097,0.69633937,0.8481697,0.6754005,0.83770025,0.62056065,0.8102803,0.64752734,0.82376367,0.69578195,0.847891,0.6391984,0.8195992,0.6757188,0.8378594,0.68120676,0.84060335,0.7003449,0.85017246
12037,0.7209163,0.86045814,0.7457243,0.87286216,0.7355702,0.8677851,0.66236925,0.8311846,0.7262131,0.86310655,0.7540042,0.8770021,0.7301352,0.8650676,0.7923143,0.89615715,0.7816115,0.8908057,0.78552556,0.8927628
12116,0.64301133,0.82150567,0.6253269,0.81266344,0.6389403,0.81947017,0.5895018,0.7947509,0.5877472,0.7938736,0.63497853,0.81748927,0.60967934,0.8048397,0.64718634,0.82359314,0.62980574,0.8149029,0.6599593,0.82997966
12122,0.7051448,0.85257244,0.64800394,0.82400197,0.632082,0.816041,0.59009886,0.7950494,0.6104571,0.8052286,0.6478486,0.8239243,0.584548,0.792274,0.6463069,0.82315344,0.6281154,0.8140577,0.6315105,0.81575525
12124,0.5609578,0.7804789,0.57556653,0.78778327,0.5674199,0.78370994,0.5075174,0.75375867,0.49938488,0.74969244,0.5601647,0.78008235,0.51467866,0.75733936,0.53656995,0.768285,0.56259006,0.78129506,0.569182,0.78459096
12141,0.68702334,0.8435117,0.6338983,0.8169491,0.61995494,0.8099775,0.5618824,0.7809412,0.6513077,0.82565385,0.65725875,0.8286294,0.6733469,0.83667344,0.6224323,0.8112161,0.6205779,0.8102889,0.6469605,0.82348025
12143,0.6730278,0.8365139,0.7126342,0.8563171,0.6782962,0.8391481,0.5672126,0.7836063,0.6430123,0.82150614,0.6823596,0.8411798,0.5994075,0.7997037,0.6915404,0.84577024,0.64184725,0.8209236,0.66594636,0.8329732
12149,0.7014352,0.8507176,0.68160063,0.8408003,0.6786493,0.83932465,0.57175624,0.7858781,0.6448124,0.8224062,0.6613178,0.8306589,0.6598754,0.8299377,0.6667737,0.83338684,0.6307379,0.81536895,0.6668707,0.83343536
12161,0.6940218,0.8470109,0.66317624,0.83158815,0.62578166,0.8128908,0.59429103,0.7971455,0.6801171,0.84005857,0.6997521,0.84987605,0.69188964,0.8459448,0.69043094,0.84521544,0.6784904,0.8392452,0.69080484,0.8454024
12252,0.747749,0.8738745,0.7754971,0.88774854,0.71077836,0.8553892,0.69170225,0.8458511,0.7207501,0.86037505,0.71388096,0.8569405,0.66826975,0.8341349,0.7758808,0.8879404,0.7206161,0.86030805,0.73618,0.86809003
12408,0.61161,0.80580497,0.6465733,0.82328665,0.58275163,0.7913758,0.55826116,0.7791306,0.5940392,0.7970196,0.605754,0.802877,0.59176075,0.7958804,0.6317679,0.815884,0.6054175,0.80270875,0.62680745,0.8134037
12409,0.7007783,0.8503891,0.703752,0.851876,0.63158065,0.8157903,0.6127535,0.80637676,0.65430415,0.8271521,0.6772084,0.8386042,0.6975906,0.8487953,0.69822204,0.849111,0.6794831,0.8397416,0.7236825,0.86184126
12410,0.70396274,0.8519814,0.712484,0.856242,0.6804876,0.8402438,0.5949769,0.79748845,0.64090717,0.8204536,0.64190507,0.82095253,0.5928599,0.79643,0.6836861,0.841843,0.62365973,0.81182986,0.61828727,0.80914366
12418,0.64965534,0.8248277,0.59879744,0.7993987,0.62320375,0.8116019,0.56984806,0.78492403,0.5775647,0.78878236,0.63689125,0.8184456,0.5753864,0.7876932,0.60690653,0.80345327,0.5958952,0.7979476,0.63210547,0.81605273
12422,0.6816267,0.84081334,0.6131914,0.8065957,0.6455041,0.82275206,0.54240453,0.77120227,0.6423261,0.82116306,0.69474006,0.84737,0.6101427,0.80507135,0.64475065,0.8223753,0.6396853,0.81984264,0.67392415,0.8369621
12435,0.6270877,0.81354386,0.569036,0.784518,0.5559603,0.77798015,0.5367681,0.76838404,0.5589454,0.7794727,0.559198,0.779599,0.54479015,0.7723951,0.54323363,0.7716168,0.5463055,0.7731527,0.5391277,0.76956385
12436,0.7054024,0.8527012,0.6470006,0.8235003,0.6310395,0.81551975,0.5667239,0.7833619,0.6145787,0.80728936,0.66576314,0.83288157,0.5838387,0.79191935,0.63944465,0.8197223,0.61061877,0.8053094,0.6198006,0.8099003
12437,0.660387,0.8301935,0.63087195,0.815436,0.58845115,0.7942256,0.5787809,0.78939044,0.6177118,0.8088559,0.6119328,0.8059664,0.59769356,0.7988468,0.6501775,0.82508874,0.58745885,0.7937294,0.6207602,0.8103801
12447,0.7902335,0.89511675,0.76453197,0.882266,0.7413719,0.87068594,0.6743523,0.83717614,0.74283606,0.871418,0.719725,0.8598625,0.6921345,0.84606725,0.76062846,0.88031423,0.7025213,0.85126066,0.70682454,0.8534123
12448,0.7869854,0.8934927,0.7307349,0.8653674,0.7284646,0.8642323,0.6736138,0.8368069,0.74580514,0.8729026,0.73720074,0.86860037,0.6743009,0.83715045,0.75857234,0.87928617,0.70114815,0.8505741,0.716282,0.858141
12449,0.7458081,0.87290406,0.66740125,0.83370066,0.6690682,0.8345341,0.5843539,0.79217696,0.69238794,0.84619397,0.7448304,0.8724152,0.63117474,0.8155874,0.69782764,0.8489138,0.6383084,0.8191542,0.67157483,0.8357874
12450,0.70803726,0.8540186,0.6388776,0.8194388,0.59581,0.79790497,0.5778589,0.78892946,0.6350666,0.8175333,0.6498632,0.8249316,0.63252246,0.81626123,0.6374943,0.81874716,0.6289685,0.81448424,0.6582379,0.82911897
12451,0.69813836,0.8490692,0.6688112,0.8344056,0.67951286,0.8397564,0.54008025,0.77004015,0.6543014,0.8271507,0.6478958,0.8239479,0.58478045,0.7923902,0.6337516,0.8168758,0.60117334,0.8005867,0.6161734,0.8080867
12452,0.7376764,0.8688382,0.619947,0.8099735,0.6663736,0.8331868,0.55796367,0.7789818,0.6186522,0.8093261,0.67677855,0.8383893,0.5408747,0.77043736,0.64664507,0.82332253,0.5995933,0.79979664,0.63727534,0.81863767
12453,0.7047487,0.8523743,0.6655525,0.83277625,0.6255652,0.8127826,0.6499659,0.82498294,0.6233762,0.81168807,0.6455825,0.8227912,0.6114776,0.8057388,0.6696017,0.83480084,0.632835,0.81641746,0.6447951,0.8223976
12454,0.7547082,0.8773541,0.68157625,0.8407881,0.64247394,0.82123697,0.62374353,0.81187177,0.7482571,0.8741286,0.7194679,0.85973394,0.6810101,0.84050506,0.68861717,0.8443086,0.6960169,0.84800845,0.6865103,0.84325516
12455,0.7241166,0.8620583,0.67004097,0.8350205,0.71147966,0.85573983,0.6496291,0.82481456,0.61424434,0.8071222,0.6569885,0.82849425,0.5733632,0.7866816,0.6714661,0.83573306,0.6761311,0.83806556,0.6520207,0.82601035
12456,0.7952578,0.8976289,0.7188816,0.8594408,0.73750234,0.86875117,0.6462655,0.82313275,0.71025264,0.8551263,0.71702695,0.8585135,0.64963794,0.82481897,0.7217083,0.86085415,0.654034,0.827017,0.6810871,0.8405435
12457,0.73713434,0.86856717,0.68715787,0.84357893,0.70024264,0.8501213,0.60314596,0.801573,0.6801585,0.84007925,0.7306845,0.86534226,0.68442917,0.8422146,0.70195806,0.85097903,0.6707227,0.83536136,0.68947476,0.8447374
12458,0.80248654,0.90124327,0.7506583,0.87532914,0.76561767,0.8828088,0.6659306,0.8329653,0.72213876,0.8610694,0.7575903,0.87879515,0.64823806,0.82411903,0.7735771,0.88678855,0.72411156,0.8620558,0.72863257,0.8643163
12459,0.66612804,0.833064,0.59476435,0.7973822,0.6202898,0.8101449,0.49916267,0.74958134,0.63947225,0.8197361,0.6609864,0.8304932,0.60263515,0.8013176,0.65159816,0.8257991,0.5571647,0.77858233,0.61271334,0.80635667
12460,0.75483954,0.87741977,0.6494086,0.8247043,0.66084945,0.8304247,0.6108422,0.8054211,0.69325864,0.8466293,0.7833806,0.8916903,0.65766376,0.8288319,0.7122872,0.8561436,0.7297058,0.8648529,0.7304835,0.86524177
12461,0.73660266,0.86830133,0.64277124,0.8213856,0.66166097,0.83083045,0.56414396,0.78207195,0.6726296,0.8363148,0.778728,0.889364,0.6618047,0.83090234,0.6938547,0.84692734,0.70734,0.85367,0.74096,0.87048
12462,0.744301,0.87215054,0.7285274,0.8642637,0.7537802,0.87689006,0.64336574,0.8216829,0.69464254,0.8473213,0.73140883,0.8657044,0.6371037,0.81855184,0.74922216,0.8746111,0.7122259,0.85611296,0.7276251,0.86381257
12463,0.6796587,0.8398293,0.64389485,0.82194746,0.66710454,0.83355224,0.58843887,0.79421943,0.66603196,0.833016,0.71589553,0.85794777,0.675408,0.837704,0.6956664,0.84783316,0.6802911,0.8401456,0.7200955,0.86004776
12464,0.76002043,0.88001025,0.6599517,0.82997584,0.69668484,0.8483424,0.57870454,0.7893523,0.69621533,0.8481077,0.78269243,0.8913462,0.63825923,0.8191296,0.7077731,0.85388654,0.69135076,0.84567535,0.7291043,0.86455214
12465,0.6571927,0.82859635,0.69156754,0.84578377,0.68356836,0.8417842,0.5894197,0.79470986,0.64863986,0.82431996,0.61108136,0.8055407,0.6570159,0.82850796,0.662688,0.831344,0.6543904,0.82719517,0.64054585,0.8202729
12466,0.60484076,0.8024204,0.54603136,0.7730157,0.5435953,0.77179766,0.4689952,0.7344976,0.5578573,0.77892864,0.6292597,0.81462985,0.5347748,0.7673874,0.58221626,0.79110813,0.5763018,0.7881509,0.59588253,0.79794127
12467,0.6830267,0.84151334,0.6845535,0.84227675,0.648312,0.824156,0.63398194,0.816991,0.6218313,0.81091565,0.6939386,0.8469693,0.65140843,0.8257042,0.7321098,0.8660549,0.70852864,0.8542643,0.7107923,0.85539615
12468,0.7460662,0.8730331,0.6887877,0.84439385,0.66313386,0.83156693,0.5924959,0.79624796,0.7191713,0.85958564,0.7307488,0.8653744,0.71196985,0.8559849,0.69063747,0.84531873,0.677068,0.838534,0.7231413,0.86157066
12469,0.59841824,0.7992091,0.6335101,0.81675506,0.5677796,0.7838898,0.54321826,0.7716091,0.57161844,0.7858092,0.609957,0.8049785,0.59109235,0.7955462,0.638047,0.8190235,0.66803676,0.83401835,0.6867318,0.8433659
12470,0.71471274,0.85735637,0.7216687,0.86083436,0.7024442,0.8512221,0.6549759,0.82748795,0.7171171,0.85855854,0.70557016,0.8527851,0.68426204,0.842131,0.7547126,0.8773563,0.6783862,0.8391931,0.71618766,0.85809386
12471,0.76740146,0.8837007,0.72385776,0.8619289,0.693316,0.846658,0.6390872,0.8195436,0.7269649,0.8634825,0.71045035,0.8552252,0.6628815,0.83144075,0.72836244,0.8641812,0.6747289,0.83736444,0.71396565,0.8569828
12472,0.76114714,0.8805736,0.741944,0.87097204,0.7088858,0.8544429,0.6551713,0.82758564,0.737802,0.868901,0.7615705,0.8807852,0.7009774,0.85048866,0.7694901,0.88474506,0.7586626,0.8793313,0.7338987,0.8669493
12473,0.7700635,0.88503176,0.705249,0.85262454,0.7155956,0.8577978,0.65464294,0.82732147,0.7131856,0.8565928,0.69891584,0.8494579,0.64843196,0.824216,0.71863043,0.8593152,0.64454454,0.8222723,0.6750485,0.83752424
12474,0.5350277,0.7675139,0.5035271,0.7517636,0.5316819,0.76584095,0.5271902,0.7635951,0.47151145,0.73575574,0.5533268,0.7766634,0.47687453,0.7384373,0.54951185,0.77475595,0.5695398,0.7847699,0.53778005,0.76889
12475,0.6428621,0.82143104,0.6372615,0.81863075,0.5975271,0.7987635,0.57956284,0.78978145,0.613454,0.806727,0.6389472,0.8194736,0.6400994,0.8200497,0.636076,0.818038,0.6375594,0.8187797,0.62862384,0.8143119
12476,0.65614414,0.8280721,0.6575198,0.8287599,0.62141824,0.8107091,0.56517935,0.7825897,0.68144774,0.8407239,0.6447717,0.82238585,0.6629962,0.8314981,0.66123235,0.8306162,0.60950917,0.8047546,0.6458413,0.8229207
12477,0.683112,0.841556,0.65150625,0.8257531,0.6581558,0.8290779,0.6280279,0.81401396,0.63802475,0.8190124,0.6958393,0.84791964,0.6292906,0.8146453,0.6874719,0.84373593,0.66957855,0.8347893,0.71575475,0.8578774
12478,0.7168354,0.8584177,0.6635512,0.8317756,0.6451677,0.82258385,0.6207179,0.81035894,0.6522479,0.82612395,0.7224027,0.86120135,0.65416574,0.8270829,0.69617057,0.8480853,0.68797326,0.84398663,0.71759033,0.85879517
12479,0.7001047,0.85005236,0.65234727,0.82617366,0.67503256,0.8375163,0.56072056,0.7803603,0.6427115,0.82135576,0.7322117,0.86610585,0.6458055,0.82290274,0.6892604,0.84463024,0.680682,0.840341,0.7060173,0.8530086
12480,0.7395256,0.8697628,0.6945594,0.84727967,0.71974707,0.85987353,0.63276523,0.81638265,0.6744561,0.83722806,0.7043923,0.85219616,0.5960103,0.79800516,0.72073805,0.860369,0.65753543,0.8287677,0.6639355,0.8319677
12481,0.76366353,0.88183177,0.6810526,0.84052634,0.72349906,0.86174953,0.62675023,0.8133751,0.69101024,0.8455051,0.72296154,0.8614808,0.6290443,0.81452215,0.705713,0.8528565,0.67556775,0.8377839,0.68282485,0.8414124
12482,0.77882695,0.8894135,0.7200533,0.86002666,0.7170116,0.8585058,0.6659951,0.83299756,0.729298,0.864649,0.7543421,0.87717104,0.70322776,0.8516139,0.7483777,0.87418884,0.7216879,0.86084396,0.757377,0.8786885
12483,0.5709683,0.78548414,0.5906353,0.79531765,0.56125367,0.78062683,0.5426438,0.7713219,0.5263997,0.7631998,0.5403241,0.77016205,0.56249535,0.7812477,0.571709,0.78585446,0.54956996,0.774785,0.5693222,0.7846611
12484,0.69180584,0.8459029,0.6252638,0.8126319,0.6354821,0.81774104,0.54615664,0.7730783,0.6616554,0.8308277,0.69977176,0.8498859,0.6030481,0.80152404,0.635831,0.8179155,0.6264727,0.81323636,0.66007257,0.8300363
12485,0.63598645,0.8179932,0.6661128,0.8330564,0.6415111,0.82075554,0.5853448,0.7926724,0.6313091,0.8156545,0.70402217,0.8520111,0.68056023,0.8402801,0.7163743,0.85818714,0.71005785,0.8550289,0.7281732,0.8640866
12486,0.7452785,0.87263924,0.7029835,0.85149175,0.69362867,0.84681433,0.58692056,0.79346025,0.7147906,0.8573953,0.7534932,0.8767466,0.6736612,0.8368306,0.7449626,0.8724813,0.69455874,0.84727937,0.70974976,0.85487485
12487,0.76928604,0.884643,0.7291042,0.86455214,0.72771823,0.8638591,0.6031536,0.8015768,0.6947459,0.84737295,0.7439646,0.87198234,0.65996116,0.8299806,0.73602265,0.86801136,0.70351505,0.8517575,0.7136842,0.8568421
